txn_id,amount,upi_gps_lat,upi_gps_long,telecom_cell_lat,telecom_cell_long,timestamp,target_atm_id,GEO_DISTANCE_KM,IMPLIED_SPEED_KMH,FRAUD_ALERT,THREAT_LEVEL
TXN100192,4592.96,18.516332,73.857745,18.513819,73.849065,2026-08-04 20:44:12,ATM-PN-0028,0.96,28.71,False,NORMAL
TXN100419,12324.6,18.539645,73.877478,18.544552,73.877823,2026-08-04 23:48:03,ATM-PN-0040,0.55,16.41,False,NORMAL
TXN100506,5510.64,18.525626,73.845423,18.52273,73.845048,2026-08-05 00:41:15,ATM-PN-0015,0.32,9.73,False,NORMAL
TXN100401,4069.96,18.52261,73.843207,18.525005,73.837542,2026-08-05 01:06:29,ATM-PN-0044,0.65,19.62,False,NORMAL
TXN100001,21544.38,18.531878,73.842391,18.540048,73.838576,2026-08-05 01:22:10,ATM-PN-0035,0.99,29.81,False,NORMAL
TXN100661,29391.18,18.550435,73.864951,18.544826,73.86215,2026-08-05 02:08:51,ATM-PN-0030,0.69,20.7,False,NORMAL
TXN100891,37689.75,18.523139,73.855792,18.522263,73.855742,2026-08-05 02:21:53,ATM-PN-0042,0.1,2.93,False,NORMAL
TXN100018,25363.41,18.522355,73.846337,18.528868,73.847964,2026-08-05 03:08:47,ATM-PN-0038,0.74,22.33,False,NORMAL
TXN100608,15083.59,18.528061,73.854251,18.532783,73.85355,2026-08-05 03:38:53,ATM-PN-0011,0.53,15.91,False,NORMAL
TXN100612,12191.7,18.514637,73.835392,18.515119,73.832945,2026-08-05 03:48:22,ATM-PN-0012,0.26,7.91,False,NORMAL
TXN100431,13593.77,18.50538,73.835866,18.504058,73.833681,2026-08-05 04:23:13,ATM-PN-0047,0.27,8.2,False,NORMAL
TXN100713,49936.8,18.517533,73.860196,18.521477,73.868935,2026-08-05 05:40:04,ATM-PN-0032,1.02,30.61,False,NORMAL
TXN100951,42155.04,18.513446,73.865225,18.521213,73.862665,2026-08-05 05:51:55,ATM-PN-0001,0.9,27.15,False,NORMAL
TXN100600,6714.68,18.52589,73.845215,18.528607,73.842266,2026-08-05 06:02:46,ATM-PN-0001,0.43,13.01,False,NORMAL
TXN100012,35971.86,18.546379,73.844938,18.535134,73.845059,2026-08-05 06:56:46,ATM-PN-0033,1.25,37.51,False,NORMAL
TXN100639,40964.78,18.530242,73.832825,18.540631,73.837482,2026-08-05 08:22:57,ATM-PN-0008,1.26,37.66,False,NORMAL
TXN100203,49640.14,18.544353,73.854741,18.535235,73.850965,2026-08-05 08:49:43,ATM-PN-0016,1.09,32.68,False,NORMAL
TXN100011,20695.54,18.518066,73.848747,18.522249,73.849127,2026-08-05 09:15:34,ATM-PN-0015,0.47,14.01,False,NORMAL
TXN100084,41651.58,18.524564,73.86296,18.52723,73.867533,2026-08-05 09:37:46,ATM-PN-0050,0.57,16.98,False,NORMAL
TXN100850,42054.64,18.528102,73.855259,18.52278,73.851295,2026-08-05 10:15:29,ATM-PN-0025,0.72,21.73,False,NORMAL
TXN100378,36659.49,18.501889,73.856964,17.216456,73.127728,2026-08-05 14:12:20,ATM-PN-0009,162.44,4873.18,True,CRITICAL
TXN100923,9308.04,18.536258,73.875569,18.532819,73.876987,2026-08-05 14:59:06,ATM-PN-0046,0.41,12.32,False,NORMAL
TXN100437,43899.93,18.522632,73.863282,18.520223,73.875259,2026-08-05 16:48:10,ATM-PN-0027,1.29,38.73,False,NORMAL
TXN100410,37676.57,18.519621,73.873323,18.526844,73.876032,2026-08-05 17:20:50,ATM-PN-0036,0.85,25.57,False,NORMAL
TXN100300,4891.94,18.52242,73.852443,19.597186,72.857191,2026-08-05 18:31:56,ATM-PN-0046,158.82,4764.53,True,CRITICAL
TXN100886,46837.65,18.540378,73.864552,18.548535,73.871759,2026-08-05 18:40:16,ATM-PN-0020,1.18,35.5,False,NORMAL
TXN100388,15976.37,18.510073,73.855371,18.522852,73.853308,2026-08-05 18:42:39,ATM-PN-0036,1.44,43.13,False,NORMAL
TXN100899,42822.46,18.525509,73.843083,18.530796,73.849642,2026-08-05 19:06:11,ATM-PN-0046,0.91,27.23,False,NORMAL
TXN100638,9026.33,18.510947,73.862527,18.517411,73.869835,2026-08-05 19:08:02,ATM-PN-0004,1.05,31.61,False,NORMAL
TXN100675,47832.59,18.517617,73.8591,18.517187,73.861164,2026-08-05 20:04:44,ATM-PN-0040,0.22,6.68,False,NORMAL
TXN100385,14687.47,18.522687,73.863325,18.528069,73.872386,2026-08-05 20:57:50,ATM-PN-0017,1.13,33.82,False,NORMAL
TXN100043,3896.2,18.53668,73.866447,18.535117,73.865739,2026-08-05 22:51:12,ATM-PN-0049,0.19,5.67,False,NORMAL
TXN100363,43197.5,18.505539,73.848245,18.497484,73.841095,2026-08-05 23:35:41,ATM-PN-0047,1.17,35.12,False,NORMAL
TXN100451,34862.5,18.534895,73.824804,18.525101,73.819549,2026-08-05 23:56:38,ATM-PN-0025,1.22,36.66,False,NORMAL
TXN100785,46568.05,18.513987,73.848201,18.512005,73.839212,2026-08-06 01:15:34,ATM-PN-0034,0.97,29.19,False,NORMAL
TXN100055,15966.22,18.545704,73.845671,18.545541,73.846384,2026-08-06 01:37:09,ATM-PN-0007,0.08,2.32,False,NORMAL
TXN100507,37585.12,18.525772,73.87577,18.529423,73.883808,2026-08-06 02:04:22,ATM-PN-0027,0.94,28.19,False,NORMAL
TXN100113,25683.41,18.540482,73.833293,19.329882,70.877257,2026-08-06 03:07:28,ATM-PN-0008,323.06,9691.69,True,CRITICAL
TXN100280,6511.94,18.502819,73.851242,18.503194,73.849844,2026-08-06 06:39:00,ATM-PN-0004,0.15,4.6,False,NORMAL
TXN100528,29358.74,18.517598,73.862865,18.526977,73.864013,2026-08-06 06:44:19,ATM-PN-0043,1.05,31.5,False,NORMAL
TXN100618,40214.66,18.522563,73.843595,18.298345,75.68507,2026-08-06 06:48:57,ATM-PN-0017,195.88,5876.25,True,CRITICAL
TXN100248,32258.02,18.516525,73.860786,20.959304,71.26832,2026-08-06 07:10:10,ATM-PN-0044,383.91,11517.22,True,CRITICAL
TXN100359,978.78,18.518941,73.850194,18.527818,73.842479,2026-08-06 07:24:54,ATM-PN-0009,1.28,38.37,False,NORMAL
TXN100800,6288.57,18.519386,73.861673,18.526106,73.855745,2026-08-06 08:05:17,ATM-PN-0040,0.97,29.23,False,NORMAL
TXN100942,47575.15,18.515755,73.861478,18.504183,73.862929,2026-08-06 08:21:43,ATM-PN-0024,1.3,38.87,False,NORMAL
TXN100634,1755.55,18.494472,73.861558,18.496969,73.862158,2026-08-06 08:54:50,ATM-PN-0038,0.28,8.54,False,NORMAL
TXN100809,42990.18,18.548125,73.850265,18.539971,73.843182,2026-08-06 10:41:20,ATM-PN-0007,1.17,35.24,False,NORMAL
TXN100227,31160.79,18.531704,73.88174,19.346181,72.564746,2026-08-06 11:20:38,ATM-PN-0023,165.49,4964.81,True,CRITICAL
TXN100936,43927.93,18.513696,73.846126,18.501164,73.851004,2026-08-06 11:22:56,ATM-PN-0009,1.49,44.56,False,NORMAL
TXN100786,7856.02,18.50117,73.854988,18.489032,73.856801,2026-08-06 11:45:26,ATM-PN-0009,1.36,40.89,False,NORMAL
TXN100082,38424.73,18.502246,73.855843,18.495241,73.867207,2026-08-06 13:24:08,ATM-PN-0013,1.43,42.88,False,NORMAL
TXN100286,27411.01,18.513045,73.856166,18.516409,73.856034,2026-08-06 14:29:58,ATM-PN-0002,0.37,11.23,False,NORMAL
TXN100279,2038.56,18.51422,73.857894,18.51773,73.857676,2026-08-06 14:49:56,ATM-PN-0026,0.39,11.73,False,NORMAL
TXN100161,22551.39,18.497566,73.85908,18.502883,73.854946,2026-08-06 15:43:03,ATM-PN-0004,0.73,22.04,False,NORMAL
TXN100274,33290.97,18.500191,73.859865,18.507585,73.863082,2026-08-06 16:22:04,ATM-PN-0009,0.89,26.68,False,NORMAL
TXN100259,4767.53,18.536451,73.857948,18.547141,73.862241,2026-08-06 16:32:42,ATM-PN-0028,1.27,38.16,False,NORMAL
TXN100200,8136.71,18.520503,73.865811,18.521589,73.860518,2026-08-06 16:49:22,ATM-PN-0025,0.57,17.13,False,NORMAL
TXN100868,31501.71,18.513633,73.850512,18.504507,73.844188,2026-08-06 17:42:48,ATM-PN-0022,1.21,36.43,False,NORMAL
TXN100831,6378.92,18.502524,73.862429,18.509182,73.858666,2026-08-06 18:24:12,ATM-PN-0027,0.84,25.2,False,NORMAL
TXN100229,14958.45,18.530235,73.848998,18.530264,73.848559,2026-08-06 18:50:55,ATM-PN-0018,0.05,1.39,False,NORMAL
TXN100277,6435.72,18.511978,73.862948,18.511586,73.867323,2026-08-06 19:15:02,ATM-PN-0011,0.46,13.9,False,NORMAL
TXN100577,26049.26,18.512016,73.876752,18.513336,73.876596,2026-08-06 20:46:29,ATM-PN-0009,0.15,4.43,False,NORMAL
TXN100119,25377.37,18.519428,73.855045,18.515426,73.854144,2026-08-06 22:14:42,ATM-PN-0011,0.46,13.65,False,NORMAL
TXN100190,47985.24,18.514259,73.853905,18.523704,73.859302,2026-08-06 22:49:32,ATM-PN-0030,1.19,35.83,False,NORMAL
TXN100570,43328.61,18.507828,73.859133,18.505792,73.859675,2026-08-06 23:03:43,ATM-PN-0022,0.23,7.0,False,NORMAL
TXN100804,30484.58,18.513636,73.867884,18.51418,73.869631,2026-08-07 00:21:38,ATM-PN-0007,0.19,5.82,False,NORMAL
TXN100088,27949.77,18.527388,73.835928,18.533481,73.829431,2026-08-07 01:20:43,ATM-PN-0007,0.96,28.9,False,NORMAL
TXN100202,30047.77,18.513169,73.855337,18.512027,73.854911,2026-08-07 02:45:25,ATM-PN-0021,0.13,4.04,False,NORMAL
TXN100292,15798.13,18.50804,73.850361,18.496141,73.850974,2026-08-07 03:24:36,ATM-PN-0032,1.32,39.74,False,NORMAL
TXN100290,42041.5,18.523037,73.854951,18.516443,73.863939,2026-08-07 04:03:47,ATM-PN-0012,1.2,35.95,False,NORMAL
TXN100637,36905.26,18.537544,73.8321,18.540376,73.833552,2026-08-07 04:10:34,ATM-PN-0032,0.35,10.5,False,NORMAL
TXN100329,10733.18,18.522777,73.862799,18.523242,73.865915,2026-08-07 04:22:39,ATM-PN-0042,0.33,9.98,False,NORMAL
TXN100680,28899.52,18.516869,73.851987,18.529532,73.850359,2026-08-07 04:34:13,ATM-PN-0010,1.42,42.55,False,NORMAL
TXN100167,27450.04,18.52379,73.877146,18.521926,73.873376,2026-08-07 04:52:06,ATM-PN-0035,0.45,13.45,False,NORMAL
TXN100424,48647.37,18.517293,73.86079,18.517282,73.861899,2026-08-07 05:06:39,ATM-PN-0015,0.12,3.51,False,NORMAL
TXN100054,6550.45,18.523666,73.834475,18.520025,73.841498,2026-08-07 05:16:03,ATM-PN-0023,0.84,25.32,False,NORMAL
TXN100982,42910.55,18.541221,73.844891,19.162071,69.878139,2026-08-07 05:33:52,ATM-PN-0047,423.08,12692.45,True,CRITICAL
TXN100459,29044.93,18.504621,73.85342,18.505281,73.857353,2026-08-07 05:45:19,ATM-PN-0004,0.42,12.63,False,NORMAL
TXN100205,25042.22,18.513573,73.869881,18.511253,73.856649,2026-08-07 06:47:05,ATM-PN-0040,1.42,42.57,False,NORMAL
TXN100199,4741.86,18.504507,73.871418,18.499618,73.863219,2026-08-07 06:56:34,ATM-PN-0040,1.02,30.64,False,NORMAL
TXN100855,34976.25,18.501112,73.840101,18.49891,73.839252,2026-08-07 07:09:37,ATM-PN-0032,0.26,7.82,False,NORMAL
TXN100070,32947.7,18.522727,73.88116,18.702344,70.933894,2026-08-07 07:25:11,ATM-PN-0012,311.22,9336.57,True,CRITICAL
TXN100867,10245.4,18.541435,73.853302,21.941086,71.792912,2026-08-07 07:25:42,ATM-PN-0022,434.84,13045.32,True,CRITICAL
TXN100317,23178.78,18.540155,73.869567,18.539433,73.874152,2026-08-07 08:44:55,ATM-PN-0001,0.49,14.7,False,NORMAL
TXN100511,48011.31,18.5098,73.862468,18.505151,73.86398,2026-08-07 09:04:51,ATM-PN-0001,0.54,16.23,False,NORMAL
TXN100322,5361.76,18.520107,73.859001,18.517903,73.852392,2026-08-07 09:35:05,ATM-PN-0015,0.74,22.16,False,NORMAL
TXN100807,38619.7,18.51911,73.854063,18.520398,73.84296,2026-08-07 10:32:31,ATM-PN-0036,1.18,35.38,False,NORMAL
TXN100842,48999.41,18.524072,73.865441,18.528413,73.868388,2026-08-07 11:41:12,ATM-PN-0035,0.57,17.22,False,NORMAL
TXN100375,11171.68,18.504273,73.870406,18.50525,73.869028,2026-08-07 11:53:43,ATM-PN-0013,0.18,5.44,False,NORMAL
TXN100244,4579.82,18.518393,73.874705,18.517586,73.875728,2026-08-07 12:03:35,ATM-PN-0043,0.14,4.21,False,NORMAL
TXN100667,13734.21,18.535505,73.850505,18.533673,73.853072,2026-08-07 12:46:20,ATM-PN-0044,0.34,10.16,False,NORMAL
TXN100556,40469.0,18.553226,73.857865,18.546502,73.857925,2026-08-07 14:30:16,ATM-PN-0039,0.75,22.43,False,NORMAL
TXN100164,38408.47,18.551567,73.869651,18.552224,73.863864,2026-08-07 15:59:19,ATM-PN-0047,0.61,18.43,False,NORMAL
TXN100048,49930.04,18.53502,73.85139,18.543548,73.853174,2026-08-07 16:02:19,ATM-PN-0026,0.97,29.0,False,NORMAL
TXN100058,15794.74,18.520223,73.864211,18.519509,73.861752,2026-08-07 17:11:39,ATM-PN-0022,0.27,8.13,False,NORMAL
TXN100288,40528.37,18.5329,73.858995,18.530784,73.870332,2026-08-07 17:33:59,ATM-PN-0031,1.22,36.55,False,NORMAL
TXN100884,10292.34,18.523602,73.858944,18.524185,73.85906,2026-08-07 17:57:05,ATM-PN-0012,0.07,1.98,False,NORMAL
TXN100563,4839.65,18.521371,73.862245,18.508355,73.85972,2026-08-07 18:06:35,ATM-PN-0047,1.47,44.15,False,NORMAL
TXN100837,36927.68,18.518148,73.867351,18.528126,73.85865,2026-08-07 18:49:12,ATM-PN-0042,1.44,43.19,False,NORMAL
TXN100630,19528.98,18.512262,73.858046,18.512405,73.859033,2026-08-07 19:39:27,ATM-PN-0045,0.11,3.16,False,NORMAL
TXN100301,17848.82,18.521067,73.837992,18.520076,73.835192,2026-08-07 19:44:51,ATM-PN-0007,0.32,9.45,False,NORMAL
TXN100613,8130.44,18.537045,73.840977,18.538839,73.840143,2026-08-07 22:02:09,ATM-PN-0032,0.22,6.54,False,NORMAL
TXN100496,18229.29,18.514571,73.837118,18.5136,73.834566,2026-08-07 23:01:26,ATM-PN-0009,0.29,8.7,False,NORMAL
TXN100814,42693.33,18.515777,73.872551,18.510431,73.874046,2026-08-07 23:28:22,ATM-PN-0044,0.61,18.45,False,NORMAL
TXN100729,28732.5,18.507979,73.86371,18.11388,74.799557,2026-08-07 23:58:34,ATM-PN-0021,108.08,3242.25,True,CRITICAL
TXN100165,19094.45,18.498469,73.871881,18.508261,73.86503,2026-08-08 00:01:24,ATM-PN-0044,1.31,39.2,False,NORMAL
TXN100704,23719.58,18.510246,73.862861,16.025416,72.125605,2026-08-08 01:11:58,ATM-PN-0017,332.21,9966.29,True,CRITICAL
TXN100008,20506.67,18.497876,73.853491,18.502168,73.852633,2026-08-08 01:31:15,ATM-PN-0033,0.49,14.57,False,NORMAL
TXN100925,19181.08,18.528808,73.870285,18.536517,73.872851,2026-08-08 02:49:37,ATM-PN-0013,0.9,26.97,False,NORMAL
TXN100112,27724.86,18.539089,73.82953,18.536819,73.820317,2026-08-08 06:08:49,ATM-PN-0019,1.0,30.11,False,NORMAL
TXN100909,14909.72,18.537998,73.858587,18.539424,73.863877,2026-08-08 06:32:06,ATM-PN-0034,0.58,17.39,False,NORMAL
TXN100892,24423.2,18.508128,73.876356,18.498623,73.874738,2026-08-08 06:38:00,ATM-PN-0032,1.07,32.12,False,NORMAL
TXN100360,5101.09,18.526009,73.874594,18.532079,73.868466,2026-08-08 07:45:55,ATM-PN-0022,0.93,28.03,False,NORMAL
TXN100036,33904.41,18.518606,73.847888,18.512641,73.854464,2026-08-08 08:17:12,ATM-PN-0031,0.96,28.79,False,NORMAL
TXN100739,7923.13,18.518177,73.862696,18.518408,73.866053,2026-08-08 08:38:42,ATM-PN-0002,0.35,10.65,False,NORMAL
TXN100960,29331.05,18.51522,73.845008,18.525369,73.845494,2026-08-08 08:49:35,ATM-PN-0003,1.13,33.89,False,NORMAL
TXN100251,27893.13,18.532312,73.856495,18.535543,73.858489,2026-08-08 08:53:20,ATM-PN-0039,0.42,12.49,False,NORMAL
TXN100500,41042.96,18.506995,73.875338,18.507833,73.875153,2026-08-08 09:02:02,ATM-PN-0013,0.1,2.86,False,NORMAL
TXN100013,9935.21,18.499679,73.867678,18.503473,73.872812,2026-08-08 09:23:34,ATM-PN-0039,0.69,20.59,False,NORMAL
TXN100220,20549.85,18.522071,73.862325,18.523545,73.875896,2026-08-08 10:07:39,ATM-PN-0012,1.44,43.21,False,NORMAL
TXN100038,5311.0,18.51474,73.860953,16.656128,73.951849,2026-08-08 12:54:45,ATM-PN-0035,206.89,6206.79,True,CRITICAL
TXN100221,21762.87,18.517347,73.848517,18.506007,73.852438,2026-08-08 13:09:45,ATM-PN-0001,1.33,39.81,False,NORMAL
TXN100247,36672.79,18.544989,73.857931,18.544279,73.858608,2026-08-08 14:18:06,ATM-PN-0007,0.11,3.19,False,NORMAL
TXN100228,20752.15,18.493484,73.860555,18.489142,73.853991,2026-08-08 14:53:42,ATM-PN-0032,0.84,25.32,False,NORMAL
TXN100833,44508.33,18.522679,73.84259,18.523197,73.842163,2026-08-08 15:50:43,ATM-PN-0014,0.07,2.19,False,NORMAL
TXN100321,46081.33,18.534667,73.868839,18.534581,73.865454,2026-08-08 16:42:59,ATM-PN-0024,0.36,10.71,False,NORMAL
TXN100774,43474.57,18.512406,73.851345,18.513796,73.852322,2026-08-08 17:21:05,ATM-PN-0012,0.19,5.57,False,NORMAL
TXN100060,38953.36,18.522738,73.880814,18.52185,73.875624,2026-08-08 17:54:18,ATM-PN-0037,0.56,16.68,False,NORMAL
TXN100670,4308.89,18.523589,73.85365,18.525922,73.852989,2026-08-08 18:57:13,ATM-PN-0011,0.27,8.06,False,NORMAL
TXN100035,27060.33,18.541507,73.856707,18.552151,73.857691,2026-08-08 19:18:48,ATM-PN-0030,1.19,35.64,False,NORMAL
TXN100006,5016.5,18.534211,73.846474,15.635658,74.005552,2026-08-08 19:38:43,ATM-PN-0023,322.75,9682.44,True,CRITICAL
TXN100791,1386.8,18.524912,73.868855,18.516587,73.872733,2026-08-08 19:45:11,ATM-PN-0026,1.01,30.36,False,NORMAL
TXN100392,8162.88,18.530527,73.873816,18.529408,73.869255,2026-08-08 19:59:35,ATM-PN-0010,0.5,14.9,False,NORMAL
TXN100342,7299.58,18.528475,73.849609,18.52892,73.848998,2026-08-08 20:55:01,ATM-PN-0013,0.08,2.44,False,NORMAL
TXN100915,21045.11,18.520021,73.853202,20.572907,70.867173,2026-08-08 22:05:51,ATM-PN-0012,387.29,11618.76,True,CRITICAL
TXN100686,14787.38,18.534381,73.872109,18.538821,73.858759,2026-08-08 23:11:30,ATM-PN-0047,1.49,44.75,False,NORMAL
TXN100142,46757.03,18.508369,73.836048,18.502348,73.833512,2026-08-09 00:12:27,ATM-PN-0047,0.72,21.63,False,NORMAL
TXN100522,49855.4,18.49854,73.860448,18.491382,73.857395,2026-08-09 00:24:47,ATM-PN-0034,0.86,25.76,False,NORMAL
TXN100346,16449.55,18.501119,73.875454,18.506142,73.875923,2026-08-09 00:56:09,ATM-PN-0034,0.56,16.82,False,NORMAL
TXN100408,4713.78,18.534975,73.875873,18.529885,73.874221,2026-08-09 02:10:13,ATM-PN-0014,0.59,17.77,False,NORMAL
TXN100659,5350.96,18.497563,73.858639,18.493964,73.847742,2026-08-09 02:10:27,ATM-PN-0032,1.22,36.5,False,NORMAL
TXN100438,19063.98,18.534056,73.857268,18.527049,73.856346,2026-08-09 02:31:41,ATM-PN-0014,0.79,23.56,False,NORMAL
TXN100232,2095.4,18.511362,73.853772,18.513725,73.851275,2026-08-09 03:32:15,ATM-PN-0017,0.37,11.16,False,NORMAL
TXN100114,23636.59,18.525224,73.82968,18.520842,73.827424,2026-08-09 03:58:49,ATM-PN-0036,0.54,16.27,False,NORMAL
TXN100000,43050.53,18.52044,73.8468,18.519645,73.850819,2026-08-09 05:56:24,ATM-PN-0005,0.43,12.99,False,NORMAL
TXN100132,40296.31,18.520782,73.855186,18.520663,73.854646,2026-08-09 06:11:51,ATM-PN-0034,0.06,1.75,False,NORMAL
TXN100157,47889.35,18.518134,73.834072,18.519039,73.839222,2026-08-09 06:33:55,ATM-PN-0031,0.55,16.57,False,NORMAL
TXN100374,7452.23,18.512209,73.878502,19.04905,74.824292,2026-08-09 06:34:21,ATM-PN-0046,116.09,3482.72,True,CRITICAL
TXN100962,12360.05,18.502928,73.840636,18.50108,73.84512,2026-08-09 08:25:18,ATM-PN-0024,0.52,15.47,False,NORMAL
TXN100803,23880.08,18.508817,73.868369,16.619446,76.268943,2026-08-09 09:09:04,ATM-PN-0011,329.99,9899.67,True,CRITICAL
TXN100647,49345.72,18.534575,73.870187,18.540016,73.863488,2026-08-09 09:30:12,ATM-PN-0033,0.93,27.9,False,NORMAL
TXN100656,26327.55,18.536825,73.83973,18.534187,73.841454,2026-08-09 09:40:13,ATM-PN-0014,0.35,10.35,False,NORMAL
TXN100128,23794.05,18.516442,73.86161,18.509694,73.851243,2026-08-09 09:41:32,ATM-PN-0035,1.33,39.78,False,NORMAL
TXN100861,28502.5,18.522601,73.84867,18.518599,73.842034,2026-08-09 09:57:14,ATM-PN-0044,0.83,24.88,False,NORMAL
TXN100432,1319.85,18.541647,73.849916,18.545093,73.853897,2026-08-09 10:36:46,ATM-PN-0034,0.57,17.05,False,NORMAL
TXN100345,21755.78,18.530189,73.863151,18.52859,73.863897,2026-08-09 10:42:50,ATM-PN-0028,0.19,5.83,False,NORMAL
TXN100446,25772.12,18.51224,73.855447,18.512798,73.852735,2026-08-09 10:58:01,ATM-PN-0045,0.29,8.78,False,NORMAL
TXN100929,19764.74,18.52262,73.86306,18.520423,73.868302,2026-08-09 11:17:18,ATM-PN-0030,0.6,18.13,False,NORMAL
TXN100964,47577.57,18.534178,73.84827,18.532548,73.847935,2026-08-09 13:05:16,ATM-PN-0049,0.18,5.54,False,NORMAL
TXN100816,7972.13,18.518857,73.847928,18.5193,73.84768,2026-08-09 14:14:09,ATM-PN-0037,0.06,1.67,False,NORMAL
TXN100763,7724.17,18.535485,73.853773,18.53074,73.857014,2026-08-09 15:31:16,ATM-PN-0019,0.63,18.86,False,NORMAL
TXN100295,20081.98,18.539841,73.836555,18.544557,73.834655,2026-08-09 15:54:28,ATM-PN-0007,0.56,16.84,False,NORMAL
TXN100760,18712.05,18.526402,73.875786,18.529381,73.877754,2026-08-09 16:48:15,ATM-PN-0037,0.39,11.73,False,NORMAL
TXN100187,31017.71,18.536296,73.861293,18.532126,73.853665,2026-08-09 17:12:36,ATM-PN-0031,0.93,27.85,False,NORMAL
TXN100673,24564.35,18.495342,73.852259,18.497374,73.843164,2026-08-09 17:16:09,ATM-PN-0043,0.99,29.56,False,NORMAL
TXN100531,30056.77,18.529614,73.850627,18.517457,73.851867,2026-08-09 17:37:22,ATM-PN-0006,1.36,40.74,False,NORMAL
TXN100950,33450.94,18.508447,73.864377,18.517845,73.866155,2026-08-09 17:42:05,ATM-PN-0010,1.06,31.85,False,NORMAL
